SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
2148,3,3,Suburb,1954,219586.39663748263
1293,3,3,Rural,2014,96381.44725421324
1426,2,1,Rural,2002,187681.6001327591
2634,4,2,Urban,1973,372909.3138343461
1848,4,1,Suburb,1965,233654.1566342876
2360,3,2,Urban,1965,285712.3726995401
1558,2,1,Suburb,2012,205323.73455195804
2993,3,2,Rural,2005,342445.51268251246
2738,5,2,Rural,1974,335027.5765943094
2138,4,3,Rural,2018,277786.6638470492
2184,4,3,Urban,1985,264847.90397817147
2065,2,3,Urban,1959,129564.21790206898
1777,5,1,Suburb,1955,278592.3785754738
2651,5,1,Suburb,1994,238133.9821138073
2144,4,2,Suburb,1974,255312.2149806835
1981,2,3,Urban,1957,119961.15735497896
2404,3,3,Rural,2001,335002.38007448433
1333,3,2,Urban,2007,216942.91397935632
1428,5,3,Urban,1977,131307.90408832277
2252,3,3,Suburb,1997,310401.50297648704
1928,5,3,Suburb,1974,264870.966778204
1848,5,1,Suburb,2019,268940.5009733792
1696,4,1,Rural,2009,127689.63372782015
1839,5,3,Urban,1979,166129.97928489116
2409,3,3,Suburb,1967,298248.43071030616
2355,5,2,Rural,1999,239514.9179227029
2312,4,3,Rural,1965,244443.0917965473
1036,2,2,Urban,1957,-4810.724320430876
1027,5,2,Urban,1965,164129.3796541608
2578,5,2,Rural,1991,301028.356139406
2919,5,1,Urban,2007,337632.4940800805
1439,3,3,Suburb,1963,59055.95931269953
1299,5,1,Urban,1998,189316.4516309122
2338,2,1,Suburb,1971,282560.17377135204
1203,2,3,Rural,2015,60625.73443483113
2507,2,1,Urban,2008,256735.62110477668
2982,4,1,Rural,1977,268036.0249683446
2003,3,3,Urban,1952,206157.99125333212
2584,2,1,Suburb,2004,249558.95271952133
2947,5,1,Suburb,2008,300253.2529729293
1981,3,3,Urban,2004,163755.60748889903
2395,5,1,Suburb,1983,229264.28537114407
1797,4,2,Suburb,2008,216531.81758521128
2619,3,3,Suburb,1997,273784.53615533694
1479,2,1,Urban,1966,203659.3457605441
2982,3,1,Suburb,1986,302117.1380846052
1817,2,2,Rural,1971,175970.68460073308
2671,2,1,Urban,1995,340621.18627708365
2290,4,3,Rural,1983,269623.47687474964
2675,2,2,Suburb,1984,286410.9048051482
2619,3,3,Rural,1998,336205.2912984885
2679,4,1,Rural,1972,253692.8535537489
1485,2,1,Urban,2015,229644.90375837416
2360,3,2,Urban,2021,195562.6229302526
1799,4,1,Urban,1996,190671.4211848381
1650,3,3,Rural,2015,260343.2455594106
1506,4,1,Rural,2014,197431.38774009477
2609,4,1,Suburb,2000,268567.35326109204
1437,3,1,Urban,1959,234108.2655254971
2322,5,1,Suburb,1992,282550.6432230562
1933,4,2,Urban,1976,177994.60361950923
1687,5,1,Rural,2011,159679.7220551012
2190,5,2,Urban,1992,218847.33207910616
1370,4,1,Suburb,2010,232492.98286079656
1064,5,1,Urban,2001,174778.96592785645
2791,2,1,Urban,1954,267793.4815059827
1910,5,3,Suburb,1964,297367.95341061364
1576,4,2,Suburb,2014,184857.62622265384
2177,4,2,Urban,2011,218280.4817774201
1530,2,2,Rural,1968,165871.96135865632
1533,5,1,Urban,1998,139397.50469389718
1751,5,2,Rural,1975,131249.8265487171
2999,3,2,Rural,1987,372175.3319858319
1687,5,3,Urban,1956,307528.64323443273
2703,4,1,Suburb,1952,384181.7648226581
2358,4,1,Suburb,1974,213886.7058225572
1815,2,3,Rural,1985,178533.96180105885
2799,3,3,Suburb,1987,311179.84056943347
1868,5,3,Rural,1978,271113.41788545327
2837,5,3,Urban,2002,321585.9548337902
2855,2,3,Suburb,2001,329418.449135464
1009,2,1,Suburb,1962,110994.15398584756
1474,3,2,Suburb,2019,103961.45266792877
1563,5,3,Urban,1956,249110.4759717381
2069,5,1,Suburb,2021,243866.74247081944
1976,3,1,Suburb,1981,251045.7659645888
1469,5,1,Suburb,1957,247868.10522356132
2011,5,3,Rural,1956,217123.49086203225
1638,3,1,Suburb,1962,71374.87140000635
2177,5,1,Suburb,1962,234625.5799367296
2409,5,3,Urban,1992,345855.7873137692
2011,3,1,Rural,2011,242030.70838474968
2325,2,3,Suburb,1953,344359.04862548376
2140,3,2,Urban,1954,216334.90464458035
2104,2,2,Suburb,2009,245583.06224644708
1003,5,2,Rural,1985,162348.44284942045
2560,3,1,Suburb,1996,326779.5434980356
1142,3,1,Suburb,1993,165123.29742811227
2688,3,3,Suburb,2021,356500.2698471331
2214,5,1,Suburb,2001,203220.51949220904
2369,5,3,Rural,1956,274924.2019510855
2420,4,3,Rural,1999,336444.60072761687
1113,2,2,Rural,1956,187347.1642189628
1985,4,2,Urban,1958,244173.5773317439
1669,5,3,Urban,2018,212616.72235412255
2970,2,3,Urban,1988,247126.43992202968
1855,3,2,Suburb,1972,147913.69697755933
1949,2,1,Suburb,1966,177049.98613910112
2269,3,3,Suburb,1974,180341.90706581587
1311,2,1,Rural,1970,178890.49313933458
1365,5,1,Suburb,2000,96421.57567838498
2946,5,3,Suburb,1977,342149.84239391383
2315,5,1,Urban,2017,243951.52240286407
1397,4,3,Urban,1960,346257.77843650745
1231,2,1,Rural,2012,107869.01177311064
2199,2,1,Urban,2002,180340.78472243465
1839,3,2,Suburb,1956,229756.0455463177
2942,2,1,Suburb,1970,378213.3167140604
1218,2,3,Suburb,1962,231078.2026267176
1341,5,1,Suburb,1952,183491.76520188167
2162,4,1,Rural,1990,128444.36680300572
1524,2,3,Suburb,2013,140270.8191866339
2727,2,1,Urban,2008,291995.4834354065
2680,5,2,Urban,1994,273436.8614605455
2848,3,3,Rural,2014,258210.7548850075
2460,4,2,Rural,1968,242567.87713977517
2872,2,3,Rural,1968,368323.7889571635
1498,4,3,Suburb,1979,164498.34361871722
1608,2,3,Rural,1970,129308.30289258467
2003,3,3,Suburb,1980,151131.95288051286
2954,2,2,Suburb,1950,318596.2351627861
2241,3,2,Urban,1992,282862.0835071071
2135,5,3,Rural,1985,280899.8524638453
2759,2,3,Urban,1970,358335.53334627306
2354,2,2,Rural,1985,249698.05126560671
1006,5,3,Suburb,1998,47705.59421151377
1309,2,3,Suburb,1996,106229.84581048146
1306,2,2,Rural,2014,170895.31554591877
1332,4,3,Urban,1956,174424.1912383856
1331,3,1,Rural,1963,117879.53727309564
2449,4,2,Urban,2014,372438.854038685
1803,5,1,Urban,1977,212433.7005855761
2096,3,1,Rural,1979,296486.8462640465
2135,3,1,Urban,2008,314785.6043743754
1223,3,3,Urban,2005,136649.56802245203
2606,3,3,Urban,2003,277752.30917169264
1188,3,1,Urban,1989,87845.3776628944
2656,5,2,Rural,1983,337317.2556460609
1418,4,3,Urban,1992,183250.1080455332
1472,4,3,Rural,2015,226905.42303364884
1614,4,2,Rural,2006,131394.29354616167
2845,5,1,Urban,2012,334461.54053152323
2400,2,2,Urban,2001,203845.65418634997
2033,4,3,Urban,1960,232230.5833197982
1602,5,3,Rural,1992,160593.2052048255
2669,2,2,Rural,1973,322794.355795219
2804,4,3,Urban,1969,305982.0161228963
2990,4,3,Rural,2013,280358.03769844165
1190,5,3,Urban,1985,87994.21667596207
2138,3,3,Rural,1975,232169.20904418733
1139,2,1,Urban,1953,88248.49028699042
1570,4,1,Urban,1958,218268.8947582156
2692,2,3,Rural,1962,230926.29809658605
1212,2,3,Urban,1964,160453.78775775203
2594,3,2,Rural,1973,402597.5605816875
2385,3,1,Urban,2011,291581.0858981862
2152,5,1,Suburb,1971,354830.2490469866
1671,2,2,Rural,2013,221822.4729249844
2097,4,3,Urban,1950,255629.2131695813
2709,5,2,Suburb,1991,352130.2403007977
2682,4,1,Suburb,1990,426250.1699832622
1731,4,3,Urban,1982,300171.68465495453
1757,4,1,Suburb,1962,179437.04204667752
1827,4,1,Urban,1973,298720.17013678176
2221,4,1,Suburb,1965,179338.83704271814
2936,3,3,Urban,2015,268197.24568353366
1104,4,1,Urban,1972,169801.2358172073
1300,3,3,Suburb,2007,118774.98495101204
1575,3,1,Rural,2012,242257.95156621336
2718,4,2,Urban,1988,201462.16294625695
2021,2,3,Rural,1964,170014.44754210045
2542,3,1,Rural,1951,208244.1463369852
1142,3,1,Suburb,1998,176064.11345723365
2500,4,3,Urban,1980,176234.1858258653
1048,5,3,Urban,1975,158301.123970103
2170,3,1,Suburb,1991,200724.6302760068
1122,3,3,Rural,2001,101623.89539674712
2203,3,1,Suburb,1988,266135.7208129079
1965,3,3,Urban,2002,222189.93535177823
1086,3,3,Suburb,1994,120232.41515899084
2641,2,1,Rural,1988,197524.11262403973
1032,3,2,Suburb,1955,74387.88294512706
2252,3,1,Urban,2019,309843.49823040946
1881,4,2,Suburb,1989,198511.24503002776
1449,3,1,Suburb,1977,60123.267613582735
2343,4,2,Rural,1993,298023.2099333531
1341,4,2,Urban,1969,144918.84215805336
2003,4,3,Urban,1968,194380.7621173452
1751,5,2,Suburb,1953,233299.6933250828
2140,3,2,Suburb,1987,231235.9204418565
2155,3,3,Suburb,1999,191737.7132112088
2088,4,2,Rural,1959,232522.70829628248
2880,5,2,Suburb,2003,306160.597225666
1776,5,1,Urban,1961,298569.5389175287
1031,3,1,Rural,1954,219420.75258379336
1678,2,1,Suburb,1984,300522.38510503946
2811,2,3,Urban,2021,381212.7204796732
1482,2,3,Rural,2009,193904.34610999885
1955,4,3,Suburb,1954,171799.05777206435
2939,5,2,Rural,1965,265742.7593223185
1947,2,2,Urban,2010,41382.00936861953
1100,4,3,Rural,1976,106520.53137879288
2205,5,2,Suburb,1995,273606.61521719635
1001,3,2,Urban,2019,55453.870091129225
1320,2,3,Rural,1996,107809.2638683147
2356,3,3,Rural,1976,235734.37771410757
1068,2,2,Rural,1964,38873.1105284762
2179,4,1,Suburb,1950,230045.5443500033
1372,3,1,Urban,2004,180943.61240935125
1031,5,2,Rural,2009,79725.56974197633
2745,5,1,Urban,1995,329580.9922642548
1549,2,2,Urban,2004,68475.27042445782
2118,2,1,Suburb,2002,249741.42872869465
2854,5,2,Rural,2004,323182.61324765417
1684,2,1,Rural,1967,97481.12166378334
2932,3,2,Suburb,1998,392850.6245799552
1407,2,2,Rural,2003,143653.74604184146
2542,5,1,Suburb,1975,329617.0682806928
1381,4,1,Urban,1984,84318.09662683259
2595,2,3,Rural,1950,322066.8870520781
2100,3,2,Urban,2018,243365.2835700329
2930,5,2,Suburb,2006,320117.02247393184
2968,5,2,Rural,2013,272760.7660014783
1686,3,1,Urban,1969,178274.49197995197
1782,4,2,Urban,1964,226750.2884632025
2700,2,1,Rural,2014,303618.57305025414
1651,5,3,Suburb,1959,173611.1239158015
2464,2,3,Suburb,1982,267555.62856359425
2051,3,2,Rural,1989,190947.10113494415
2673,3,2,Urban,1957,320259.1008401471
2521,5,1,Urban,1981,320706.6456650467
2072,5,1,Urban,1955,295099.79489881307
1565,3,1,Urban,2014,201639.00302221175
2358,5,2,Rural,1972,259902.19132930695
2676,4,1,Urban,1956,295534.3403990959
2865,2,3,Suburb,2006,351106.3383254753
2984,2,3,Urban,2000,292307.808704526
2763,2,3,Urban,1979,238965.05339419257
2499,5,2,Urban,1979,320123.698414327
1356,3,3,Urban,1973,192023.2798966308
1099,2,1,Suburb,1989,209231.3252927758
2774,3,3,Urban,1953,281243.3097555607
2511,4,1,Rural,1970,396186.3509186813
1722,4,3,Suburb,2005,150413.64139882586
1371,5,2,Rural,1974,103776.64650300752
2630,5,1,Suburb,1965,368073.71422331367
1526,4,1,Urban,1971,153620.35502271005
1083,4,3,Suburb,2016,127681.06063409823
1095,5,1,Rural,1980,118176.67631778716
2419,5,1,Urban,1970,325546.8963608775
2015,3,1,Rural,2006,151500.92708405422
1907,5,2,Urban,1974,222755.26780242275
1584,2,1,Urban,1966,208293.4814992817
2000,4,1,Rural,1960,217291.75993511808
1048,5,3,Urban,1976,109293.05929333254
2547,2,1,Rural,1966,285659.8838508298
1116,2,2,Suburb,1967,122382.01790473177
2412,5,2,Urban,1970,365823.5930945039
2809,2,1,Urban,1985,290277.3639807233
1266,5,3,Suburb,2018,180018.22027010692
2186,3,3,Rural,2011,187624.1457425296
1731,2,1,Urban,2012,155241.43360211127
2397,2,3,Suburb,1971,311492.246607957
1363,2,2,Urban,2007,69301.19638137284
2887,2,3,Urban,1980,295067.6513498119
1482,5,3,Urban,1972,135080.01753458206
1646,5,2,Rural,1973,169151.02098041435
2606,5,3,Urban,1999,292542.7865700652
1946,5,3,Rural,1966,189066.51182371957
1459,5,1,Urban,1952,138799.4594209254
2393,2,2,Suburb,1971,291398.5506573358
2417,5,3,Rural,1999,281709.6902690283
1155,3,3,Suburb,1977,187918.2749808088
2407,4,2,Urban,1958,385626.7771336993
1075,2,3,Rural,1969,229494.29920188864
1921,4,3,Urban,1974,168694.91558516538
2405,3,2,Urban,2006,362906.6564490746
1947,5,1,Urban,2020,217390.74152410543
1691,2,1,Suburb,2015,278434.84740354563
2951,3,3,Suburb,2014,322021.76678334986
1821,4,2,Rural,1992,230101.56057643387
2150,2,2,Rural,1984,131793.83259303053
2759,4,2,Urban,1986,301352.17437062494
2349,3,2,Urban,2010,191523.62070571256
2295,2,2,Suburb,1972,199358.82229190145
1452,4,1,Suburb,1959,115466.64650844576
1117,4,1,Rural,1957,163969.39980165075
2973,4,1,Urban,2017,289292.4027354032
2282,2,3,Rural,1959,273197.62260061887
1370,2,1,Rural,2020,198801.58979003807
1223,2,1,Urban,1997,121133.2848494148
2549,5,1,Suburb,1995,299857.70163210056
1962,3,3,Urban,1991,136922.90101393557
1362,5,1,Urban,1966,203300.80504984813
2953,3,1,Suburb,1968,315491.5382549024
1263,3,2,Urban,1972,149356.8293070388
1476,3,2,Urban,2001,155349.65172732112
1443,2,3,Suburb,1984,129475.4827099142
1409,5,3,Suburb,2020,198111.2557027041
2182,2,3,Rural,1968,271442.0788474317
1657,2,1,Suburb,2015,169062.07368724165
2288,2,1,Urban,1961,306083.9768422928
2327,3,2,Rural,1959,183938.4231237256
1405,3,1,Suburb,1966,145843.31326633692
1640,5,1,Urban,2015,152371.55591681358
2417,4,1,Urban,2019,256949.2347923646
1071,3,1,Suburb,1966,189305.12985262845
1256,2,3,Suburb,1965,67294.63818346597
2830,4,1,Urban,1989,343160.2954393426
2788,3,1,Suburb,1992,247601.59790568717
2589,4,3,Urban,1964,261443.06596795475
2993,2,1,Urban,1994,282322.8487003425
2441,2,2,Urban,1998,240091.98391064053
2017,2,3,Urban,1989,258383.26860920407
2085,5,2,Rural,1986,320192.6423061328
2633,4,1,Suburb,1959,343510.5765001611
1935,2,2,Urban,1966,231399.0093073465
2653,2,2,Urban,2009,242100.8754989128
2309,3,1,Rural,2005,221228.99465375047
1216,4,3,Rural,2003,107868.93208831896
1656,4,2,Rural,1970,193033.82896287617
1401,5,3,Urban,1983,180760.12572276528
2637,5,1,Rural,1961,272744.83004734566
1295,4,2,Rural,2015,112024.84133310548
2186,5,2,Suburb,1957,190077.3938544509
2628,2,2,Suburb,1955,269381.42218276014
2316,3,2,Rural,1955,203343.6202359677
2436,2,1,Urban,1962,305498.7036404323
2206,3,2,Suburb,1988,300476.20320226817
1432,5,1,Rural,2003,210143.81939647044
2711,4,3,Suburb,2016,260144.60400257405
2668,2,3,Urban,1978,384949.14869957016
1100,4,1,Suburb,1969,102054.43480698382
1098,5,3,Rural,1964,33289.3587556971
2573,2,1,Suburb,1965,302815.2675484955
1829,2,2,Rural,1971,202651.1647999682
2457,4,2,Urban,2011,306235.9911295924
2239,2,2,Urban,1958,327594.93914187886
1824,3,3,Rural,1978,240705.37694911388
1393,2,2,Suburb,2011,191311.27936864685
1270,5,3,Suburb,1988,243722.98924845085
2973,3,3,Urban,2014,284110.44489163085
2054,4,2,Suburb,1971,258642.4267635605
1940,2,2,Suburb,1997,204379.46243888536
2151,5,1,Rural,2011,272702.49056601455
2367,5,2,Rural,1968,368184.357971205
2326,5,3,Urban,1997,275244.0812111003
2363,2,3,Rural,1972,210937.23604349289
2746,2,2,Suburb,1998,210760.84800199769
2375,5,3,Rural,1967,315525.0633571372
2377,5,1,Rural,1967,261583.91968129188
2318,3,1,Rural,1952,200481.54612959657
2602,2,3,Rural,1955,205867.7416061979
2547,3,1,Urban,1963,278762.4308952856
1503,2,2,Urban,2007,205555.4961349063
2043,5,1,Suburb,1955,158461.31811795052
1716,5,3,Suburb,2003,230101.93749405292
1756,5,3,Rural,1959,199495.18445229196
1421,2,2,Urban,2013,221873.16339858333
1255,5,1,Rural,2013,175839.16537290177
1594,2,2,Urban,1964,168810.74951664894
2505,4,2,Suburb,1994,226509.58786759956
2468,5,2,Rural,2013,338552.0036151484
1199,5,3,Urban,1966,212642.61574968533
1387,5,2,Urban,1978,157217.72814848338
1001,2,3,Urban,2014,87541.82201015088
2875,5,3,Urban,1998,276767.4531049353
2654,5,2,Rural,1968,205747.69396384756
2366,5,3,Rural,2014,310766.3363696586
2749,2,1,Urban,2016,290166.64807843656
2574,5,3,Urban,1969,296775.99646281544
1391,5,2,Rural,1983,89918.28468179415
2284,5,3,Suburb,1963,301611.36941426684
2970,3,2,Suburb,1982,281120.5931583517
2934,5,1,Rural,2010,336624.9304048063
1466,5,2,Urban,1960,138936.26013879376
1268,5,1,Rural,2013,206705.13413167707
1741,5,1,Rural,1997,213100.17890344188
2286,2,3,Suburb,2007,255788.89440910157
2295,4,1,Suburb,1980,238537.997481084
2828,4,1,Urban,1952,310949.667725447
2217,2,1,Suburb,1981,232354.53486001265
2692,5,3,Rural,1980,333743.545132824
2129,4,1,Urban,1962,131127.23850026613
2996,4,1,Suburb,1969,321645.99262353155
2491,4,3,Rural,1997,329354.03493840515
2150,3,2,Urban,1994,310273.78710088605
1414,3,3,Rural,1996,197023.068956024
2728,3,1,Urban,1997,212466.5955092437
1496,2,3,Urban,1984,172735.0672309288
1277,2,2,Rural,2009,128148.84808741783
2870,4,3,Rural,2009,241650.57385279195
1066,3,1,Rural,1964,-602.2090993586899
2103,4,3,Urban,2020,227308.31603102945
1714,4,3,Suburb,2009,240382.1607131365
2437,5,3,Rural,2007,314617.23090884695
1394,5,3,Urban,2015,177207.42399940183
2777,2,2,Urban,1956,229057.9877652402
1015,3,2,Urban,1997,163570.9520500758
1983,4,2,Rural,2000,208964.14095458947
2639,4,1,Urban,2002,272913.79010259605
2472,5,2,Suburb,1957,359195.3544760287
2141,2,2,Suburb,1956,320770.36343480763
1893,4,2,Suburb,2010,170812.08183562307
1486,5,2,Suburb,2003,156244.20902765077
2071,3,2,Urban,1997,239441.41383322925
2568,3,2,Rural,2011,197814.7540250457
2010,3,2,Suburb,1983,203908.3714201912
1143,5,1,Rural,1964,185594.1675360464
2731,3,3,Urban,1968,266070.1170925852
1634,2,2,Suburb,2002,196561.5290418717
2583,5,1,Rural,1960,318329.69512138737
1617,3,2,Rural,1955,160310.12157807642
2794,3,3,Suburb,2001,275187.51387372095
1246,3,2,Urban,2010,238678.6593149766
1979,4,3,Urban,1990,290821.2316530476
2782,3,3,Urban,1987,376512.257648248
1502,3,3,Suburb,2000,188184.34754968985
2517,3,3,Urban,1967,217363.64737721052
1648,5,1,Urban,1976,202364.5700939758
1310,4,2,Urban,2021,217612.9426119062
2776,2,1,Suburb,1956,320271.8962089005
2703,5,3,Rural,2004,310110.96102227626
2723,2,2,Rural,1967,322293.66695971903
1729,5,1,Rural,2019,171877.06629783398
2460,3,3,Suburb,2013,361716.12828519865
2349,4,2,Suburb,1985,225040.7855343656
1436,4,1,Rural,1999,141991.71655215314
2146,2,3,Urban,1953,289857.5254867244
1505,2,2,Urban,1994,167217.0673057044
1182,3,1,Urban,1973,16393.700624017423
1274,5,1,Rural,1995,230236.11850087743
2252,3,1,Suburb,2015,227646.36567593965
2710,2,3,Rural,1973,209033.92103392148
1423,5,3,Suburb,1968,260433.04024562408
1721,2,2,Suburb,2019,97845.952770984
1762,4,2,Urban,1957,131990.80670211936
2879,2,3,Rural,1973,297895.0762308664
2005,5,1,Suburb,1966,228371.75818753097
1711,3,2,Rural,1964,183640.8910396328
1747,2,2,Rural,2008,226071.6436171701
2272,4,2,Urban,1962,202335.84677249583
2566,3,2,Urban,2001,243550.81188119008
1529,4,2,Rural,1969,255497.87098880264
1956,2,3,Rural,1956,210330.7481730624
2069,2,2,Rural,2021,179619.68105889083
2609,3,2,Suburb,1965,361847.0452069249
2434,4,1,Urban,1959,342824.55301270017
1262,4,3,Rural,1990,117314.21005956078
2165,5,3,Urban,1960,222355.6696367012
2251,4,3,Rural,1996,198134.93267211004
2616,2,2,Rural,1984,309713.79573361663
1518,2,3,Suburb,1964,179146.47093919123
2227,4,3,Urban,1952,281356.5584253356
2250,4,1,Suburb,1999,279073.86395829613
2031,4,1,Rural,1959,232913.77870877416
2981,3,1,Suburb,1976,329095.820849489
1609,4,2,Suburb,2016,249492.2595891988
2783,3,1,Rural,1989,273941.90532417863
1787,2,2,Suburb,1990,231117.32937934037
2047,2,1,Rural,1966,214661.59067882964
1550,2,1,Suburb,1963,103407.36160505694
1510,5,2,Urban,1955,171564.7991893462
2996,3,2,Urban,1991,324681.7304560086
1918,3,2,Suburb,1969,270285.2387917945
2706,2,3,Suburb,1957,229539.86688508972
2905,5,3,Suburb,1983,303352.1923843047
1903,2,1,Suburb,1980,244704.2435449876
1148,2,1,Suburb,1971,132643.80245066396
2775,4,2,Suburb,1963,255149.35224544664
2661,4,3,Suburb,2021,367853.97141972615
1950,4,3,Suburb,2013,230751.60475472733
2225,2,3,Suburb,1962,235067.71763057416
2347,4,2,Suburb,2006,227650.25241653985
2427,3,2,Rural,2009,297687.7027284399
2469,4,2,Suburb,1953,329222.1997501648
1998,4,2,Rural,2003,196611.5689714165
1288,5,1,Suburb,1955,159291.13350801452
1763,3,2,Urban,1965,215992.40301824865
1193,4,2,Suburb,1978,182827.1201107063
2110,2,2,Rural,1965,141830.11202140202
2365,2,3,Rural,2012,266701.09648941306
1751,5,1,Suburb,1964,157863.92378924103
2160,5,1,Urban,2004,106179.355807505
1710,4,1,Rural,1962,170701.18189668932
2350,5,1,Rural,1999,266383.3684816936
1361,3,1,Rural,1989,149699.87678937672
1621,4,1,Urban,1999,276174.53980908234
2283,4,1,Suburb,1986,206617.3820244292
1333,3,2,Suburb,1994,107952.9080662679
2202,5,1,Rural,1951,209936.6899219725
2115,5,2,Rural,2013,283995.6282017251
2144,3,2,Urban,1974,223265.10775840672
1976,2,3,Suburb,1994,175602.055357455
1122,5,1,Suburb,1986,163394.07415211442
2046,2,1,Urban,1985,189778.30848651865
2147,2,2,Rural,1980,254622.2967565303
2420,3,2,Rural,1967,238097.80076660236
1543,2,1,Suburb,2018,189548.8814206187
2182,3,1,Suburb,1970,126769.90547301769
1548,2,1,Urban,2014,293389.7104787906
2814,3,1,Suburb,2006,271870.02777059324
2892,5,1,Suburb,1989,270654.7297831908
1284,3,2,Urban,2012,199352.14106671693
1517,4,3,Rural,1983,182851.5047949068
1232,3,3,Rural,1981,167519.20565102703
2116,3,1,Rural,1967,244708.599080034
1876,2,2,Urban,1995,222871.22507007048
2765,3,3,Suburb,1975,312595.79804283334
1984,5,2,Rural,2013,217392.23784911964
1073,5,2,Suburb,1983,154991.93816912704
1155,4,1,Urban,1996,152773.58460880013
1283,4,1,Rural,1954,182803.62614084996
1437,4,2,Rural,1998,158820.046846287
1288,2,2,Suburb,2017,201032.8260079437
2634,4,3,Suburb,1978,372750.474809396
1996,3,3,Urban,1999,233749.9395471697
1592,5,1,Urban,2008,117521.92141213926
2141,2,3,Suburb,1977,249544.90486833107
2403,2,3,Urban,2007,175412.34342658438
1496,3,1,Urban,1953,160604.46474280616
1839,3,1,Rural,2019,253862.1466647176
1528,3,2,Suburb,2003,161160.99238616598
1986,2,1,Urban,1959,179630.27827241668
